ID,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q87,Field,Hierarchy,Junior,Norms Prestige,Norms Less well know,Stealing Ideas,Zero Sum,Seminar,Conferences,Collaborate,Cooperate,important_materials,important_manuscripts,plan_data,plan_code,plan_MS,plan_instrument,other_MS_require,other_MS_prestige,other_MS_cooper,other_MS_public,other_MS_lab,other_materials_require,other_materials_prestige,other_materials_cooper,other_materials_public,other_materials_lab,self_MS_require,self_MS_prestige,self_MS_cooper,self_MS_public,self_MS_lab,self_materials_require,self_materials_prestige,self_materials_cooper,self_materials_public,self_materials_lab,Years,Identify,control_MS,control_materials,field_talking,formal_training,man_use_now,man_use_future
478,7/12/22 9:32,7/12/22 9:44,0,18.10.80.39,100,702,1,7/12/22 9:44,R_37YOwbiC9PabRex,,,,,42.3649,-71.0987,anonymous,EN,1,Neuroscience,5,5,5,5,4,5,2,3,3,5,5,5,,,,,5,5,2,3,1,4,3,3,3,1,,3,4,4,,3,3,4,4,,19,5,1,1,1,1,1,1
215,6/13/22 16:09,6/13/22 16:22,0,73.53.46.57,100,787,1,6/13/22 16:23,R_3RvC6ZB1wu2e8Sf,,,,,47.6733,-122.3426,anonymous,EN,1,Fusion energy,4,2,3,4,2,2,1,3,4,5,4,4,5,5,5,,5,1,2,2,5,5,1,2,2,5,5,1,3,3,5,5,1,3,3,5,18,3,1,1,3,2,1,2
504,7/12/22 11:36,7/12/22 11:53,0,18.31.20.161,100,1020,1,7/12/22 11:53,R_21G79SJi9V5J0kl,,,,,42.3649,-71.0987,anonymous,EN,1,Neuron,3,4,4,4,3,4,4,1,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,4,4,5,5,5,4,18,5,4,4,4,2,1,2
65,6/9/22 6:59,6/9/22 7:25,0,18.25.64.23,100,1600,1,6/9/22 7:25,R_BQAGNT3t77JZJqV,,,,,42.3649,-71.0987,anonymous,EN,1,Astronomy,4,1,1,4,1,1,1,1,4,5,5,5,5,5,5,,1,5,4,4,1,4,4,5,3,2,2,5,5,4,1,3,5,4,4,1,17,4,5,5,4,2,1,1
206,6/10/22 11:38,6/10/22 11:51,0,73.103.121.234,100,764,1,6/10/22 11:51,R_3s5iqfWFyQ81VAv,,,,,40.3228,-86.8881,anonymous,EN,1,Planetary Science,4,2,2,3,3,5,4,3,5,4,2,5,2,1,5,3,5,2,3,4,5,5,2,3,4,666,5,1,4,1,5,5,1,3,1,5,17,4,4,3,3,2,1,1
219,6/14/22 9:22,6/14/22 9:32,0,173.59.52.167,100,577,1,6/14/22 9:32,R_1QxB6WuQ2otK67X,,,,,40.2104,-74.8278,anonymous,EN,1,Oceanography,4,2,2,4,2,1,2,3,5,4,5,4,5,5,4,,4,3,5,2,3,4,3,5,2,3,4,4,5,3,2,4,3,5,2,3,16,5,4,4,5,1,1,1
5,6/9/22 6:48,6/9/22 6:53,0,18.10.93.137,100,285,1,6/9/22 6:53,R_BzVJTNIV8ttUppv,,,,,42.3649,-71.0987,anonymous,EN,1,Structural biology ,5,4,4,5,4,4,4,4,,2,5,4,5,5,5,5,4,4,2,1,,5,3,4,1,,3,3,4,2,,4,2,5,1,,15,3,5,5,5,2,20,2
61,6/9/22 7:17,6/9/22 7:20,0,18.29.20.238,100,222,1,6/9/22 7:20,R_33mcYry43FdvM7A,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,4,4,4,5,4,5,4,3,3,5,5,5,5,5,,5,3,1,1,5,5,1,1,1,,1,4,5,5,,3,3,5,5,,15,5,5,5,3,2,1,2
192,6/9/22 17:42,6/9/22 17:51,0,18.31.15.76,100,498,1,6/9/22 17:51,R_2s7336QIz3OZ16e,,,,,42.3649,-71.0987,anonymous,EN,1,Plasma science and fusion,3,1,2,1,1,4,2,2,5,5,5,5,5,5,5,,4,4,5,5,3,4,4,5,5,3,3,4,5,5,,3,,5,5,3,15,4,3,3,4,2,1,2
202,6/10/22 8:35,6/10/22 8:48,0,172.58.219.138,100,767,1,6/10/22 8:48,R_3RmjoKs41e6ygN7,,,,,42.2903,-71.0798,anonymous,EN,1,neuroinformatics,4,1,2,2,1,4,2,2,5,4,5,5,5,5,5,5,2,2,5,5,3,2,4,5,5,3,1,2,5,5,1,1,2,5,5,,15,5,4,4,5,2,1,2
394,6/17/22 12:15,6/17/22 12:22,0,67.169.60.86,100,392,1,6/17/22 12:22,R_3Mg61qyLXll5I0a,,,,,37.8487,-122.2209,anonymous,EN,1,physics,5,3,4,5,2,3,4,3,5,5,5,5,,5,5,,1,4,5,1,2,2,2,5,2,1,,3,5,3,3,2,4,5,3,3,15,3,3,1,4,2,1,1
579,7/21/22 10:09,7/21/22 10:19,0,18.10.87.246,100,599,1,7/21/22 10:19,R_5AzM9ETs97bpY1b,,,,,42.3649,-71.0987,anonymous,EN,1,Preclinical In Vivo Imaging,3,2,3,2,1,3,4,1,4,5,5,5,5,4,5,5,5,4,5,5,4,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,15,5,3,3,4,2,20,1
30,6/9/22 6:56,6/9/22 7:01,0,130.44.182.52,100,306,1,6/9/22 7:01,R_4ZWayh3UMQCOLqF,,,,,42.3996,-71.1246,anonymous,EN,1,Developmental Psychology,5,4,3,3,2,4,4,3,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,1,4,5,5,3,3,4,5,5,4,14,3,4,3,5,2,1,1
67,6/9/22 7:18,6/9/22 7:27,0,108.26.224.45,100,495,1,6/9/22 7:27,R_2uy6Y2V7rlPi6HX,,,,,42.3291,-71.1815,anonymous,EN,1,Physics,4,2,3,4,1,2,4,2,5,5,5,5,4,3,5,,3,5,4,1,5,4,5,4,1,4,5,3,5,2,4,5,3,5,2,5,14,3,3,3,3,2,20,2
169,6/9/22 10:48,6/9/22 10:58,0,192.54.222.153,100,558,1,6/9/22 10:58,R_W7fbqtcmIcii61r,,,,,42.3649,-71.0987,anonymous,EN,1,neuroscience and viral vectors,4,3,4,4,3,2,3,3,5,5,5,5,5,,5,,4,4,666,4,4,666,666,4,4,666,3,4,5,5,3,4,3,5,5,3,14,3,3,3,4,2,20,2
339,6/16/22 9:52,6/16/22 9:57,0,18.4.16.198,100,322,1,6/16/22 9:57,R_1Ia5Xn8ElZ4tDt0,,,,,42.3649,-71.0987,anonymous,EN,1,Neuroscience,4,2,4,2,4,3,4,2,5,5,5,4,3,4,4,3,5,3,4,3,4,4,3,4,3,4,3,4,4,4,5,4,4,4,4,5,14,5,3,3,4,2,1,1
367,6/16/22 13:22,6/16/22 13:30,0,198.125.181.7,100,442,1,6/16/22 13:30,R_1ONs3DlNoPpoySe,,,,,42.4188,-71.1557,anonymous,EN,1,Nuclear Science and Engineering,3,2,2,3,3,3,2,1,5,4,4,3,4,4,3,,4,3,3,3,3,4,4,4,3,4,3,1,3,3,4,5,1,4,2,4,14,4,3,3,4,2,1,2
156,6/9/22 10:02,6/9/22 10:08,0,130.44.183.25,100,386,1,6/9/22 10:08,R_1f8UYUrxvzsaklC,,,,,42.3912,-71.0882,anonymous,EN,1,Biological engineering/molecular biology,3,2,4,4,4,2,2,2,4,4,5,4,5,,2,,4,4,3,3,3,5,4,5,666,5,5,5,4,4,5,4,4,4,4,5,13,5,2,3,2,1,20,2
163,6/9/22 10:14,6/9/22 10:36,0,18.29.20.244,100,1294,1,6/9/22 10:36,R_3qmLTdRv98Je2MR,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,5,2,4,4,3,2,5,2,3,4,4,4,4,4,4,4,4,3,3,2,5,4,3,4,2,5,5,2,4,3,1,4,2,5,2,1,13,4,4,4,4,2,20,2
330,6/16/22 9:32,6/16/22 9:44,0,107.77.225.210,100,751,1,6/16/22 9:44,R_32IRpz3xvslazze,,,,,40.7066,-74.2027,anonymous,EN,1,Physics,5,3,4,4,4,5,5,2,5,4,5,5,5,2,5,5,5,5,5,2,5,4,2,5,2,1,1,5,5,1,,1,2,4,1,,13,5,5,5,1,2,1,2
403,6/21/22 9:23,6/21/22 9:31,0,146.115.166.38,100,464,1,6/21/22 9:31,R_1nYF30xnFehqqwh,,,,,42.366,-71.2271,anonymous,EN,1,Astronomy,4,2,2,4,4,2,1,1,5,5,4,5,2,1,4,,666,666,3,666,666,3,2,3,1,3,3,1,2,1,3,,,,,,13,5,4,3,4,2,1,1
404,6/21/22 17:49,6/21/22 17:53,0,18.29.15.236,100,280,1,6/21/22 17:53,R_29oZZIgmN9obeiO,,,,,42.3649,-71.0987,anonymous,EN,1,Microbiology,4,1,1,4,4,1,4,1,5,5,5,4,4,3,3,5,5,5,4,4,4,4,2,5,5,2,3,4,5,5,3,4,4,5,5,4,13,5,4,3,3,2,1,1
506,7/12/22 12:39,7/12/22 12:48,0,18.31.10.93,100,552,1,7/12/22 12:48,R_11bEaLSjdHDNrJh,,,,,42.3649,-71.0987,anonymous,EN,1,Fusion,5,2,4,4,3,2,5,3,4,4,4,5,4,,4,,5,5,3,1,4,5,5,3,2,4,5,4,4,4,4,5,4,4,4,4,13,5,3,3,3,2,1,2
4,6/9/22 6:49,6/9/22 6:53,0,73.149.246.133,100,226,1,6/9/22 6:53,R_Q3qqMAUYDwAtFEl,,,,,42.3649,-71.0987,anonymous,EN,1,chemistry,3,4,2,4,2,3,4,4,5,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,2,2,2,2,2,2,2,2,2,2,12,3,3,3,3,2,1,2
102,6/9/22 7:55,6/9/22 8:02,0,130.44.131.5,100,417,1,6/9/22 8:02,R_1hXZW4LgeFiaint,,,,,42.3996,-71.1246,anonymous,EN,1,Computational neuroscience,5,3,5,5,4,5,2,3,4,3,5,5,5,5,5,5,1,5,2,2,1,4,666,666,666,666,1,1,5,5,1,1,1,5,5,5,12,4,2,2,3,2,1,2
298,6/16/22 8:32,6/16/22 8:43,0,18.29.6.110,100,651,1,6/16/22 8:43,R_8IVm1Ntd6QD96YV,,,,,42.3649,-71.0987,anonymous,EN,1,visual cognition,5,3,4,5,2,3,4,1,4,5,5,5,4,4,5,4,4,5,4,4,4,5,5,4,4,5,4,5,5,5,4,4,4,5,5,4,12,4,3,3,4,2,1,2
374,6/16/22 16:10,6/16/22 16:16,0,18.29.0.198,100,368,1,6/16/22 16:16,R_2zZ9sJ2BKh5774a,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,5,4,4,4,4,3,3,3,3,5,5,4,5,4,4,4,5,5,5,5,4,5,5,5,5,5,3,4,4,4,3,3,4,4,4,3,12,5,3,5,2,2,1,1
12,6/9/22 6:48,6/9/22 6:55,0,130.44.170.122,100,450,1,6/9/22 6:56,R_ufzVtD4GXYVvNol,,,,,42.3797,-71.1034,anonymous,EN,1,chemistrt,5,5,4,4,2,3,4,3,1,4,5,5,,,4,,2,4,5,3,4,666,4,4,2,5,1,4,4,2,3,1,1,4,2,2,11,5,3,3,2,2,20,2
14,6/9/22 6:49,6/9/22 6:56,0,72.93.105.197,100,401,1,6/9/22 6:56,R_2ck1dAR4NzzCagu,,,,,42.312,-71.1081,anonymous,EN,1,Geophysics ,4,4,4,5,4,5,3,2,3,4,4,4,,3,5,,2,4,3,3,,1,3,4,2,,1,4,4,3,,1,1,3,2,,11,3,5,5,3,1,1,2
36,6/9/22 6:55,6/9/22 7:04,0,18.25.30.147,100,541,1,6/9/22 7:04,R_5cjlFCEp80Osme5,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,2,2,3,2,1,3,2,2,3,2,3,4,3,3,5,,1,3,5,3,666,3,3,5,2,3,2,4,5,2,3,2,3,5,3,2,11,5,3,3,3,2,20,1
101,6/9/22 7:52,6/9/22 8:02,0,76.24.28.0,100,551,1,6/9/22 8:02,R_1mUcfi3VyZS1se6,,,,,42.3737,-71.1284,anonymous,EN,1,Biochemistry,2,2,1,3,1,1,2,1,3,4,5,4,5,5,3,5,3,3,3,5,4,5,2,5,5,5,2,2,3,4,3,4,2,5,5,3,11,4,4,4,3,1,20,2
280,6/16/22 8:16,6/16/22 8:25,0,18.25.72.78,100,539,1,6/16/22 8:25,R_3qe8hpfW490UBPF,,,,,42.3649,-71.0987,anonymous,EN,1,Aerospace Engineering,4,3,2,4,2,2,3,2,4,4,4,3,4,4,3,,3,3,5,4,4,3,4,4,4,4,1,3,5,5,3,2,3,5,5,3,11,3,5,4,2,2,1,2
326,6/16/22 9:19,6/16/22 9:26,0,18.29.19.189,100,414,1,6/16/22 9:26,R_2fHZOC9nQNk5tht,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,5,4,3,4,4,2,3,1,2,4,5,4,5,,5,,2,4,2,2,4,4,666,5,3,5,1,4,3,2,4,1,3,5,4,5,11,3,3,3,3,2,20,1
479,7/12/22 9:39,7/12/22 9:44,0,18.29.21.105,100,311,1,7/12/22 9:44,R_vxeRu2LIeGM101b,,,,,42.3649,-71.0987,anonymous,EN,1,chemical/bioengineering,2,2,4,4,3,1,2,1,4,4,5,5,5,,5,5,4,5,5,5,5,3,1,4,3,2,3,5,5,5,5,2,1,5,5,2,11,5,3,4,4,2,20,1
16,6/9/22 6:48,6/9/22 6:56,0,18.29.14.21,100,487,1,6/9/22 6:56,R_3kGjeQQbngSqmOZ,,,,,42.3649,-71.0987,anonymous,EN,1,Tissue engineering / lung cellular biology,5,5,5,5,4,4,4,4,2,3,5,5,5,5,5,,4,4,1,2,3,5,4,1,1,3,5,4,5,5,2,5,4,5,5,2,10,4,5,4,2,2,1,2
44,6/9/22 7:03,6/9/22 7:09,0,18.29.30.133,100,353,1,6/9/22 7:09,R_2fuExiPtkKrk6at,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,5,3,2,5,4,4,4,1,2,4,5,5,5,5,5,5,5,5,3,2,5,5,2,4,3,5,5,5,4,2,4,5,3,4,2,5,10,5,4,4,3,1,1,2
51,6/9/22 7:08,6/9/22 7:15,0,24.61.228.81,100,447,1,6/9/22 7:15,R_BQDCTRkclACUNyx,,,,,42.3634,-71.0713,anonymous,EN,1,Physics,3,2,2,4,2,4,4,3,5,5,4,5,5,5,5,,4,5,5,3,5,3,3,4,2,3,3,5,5,3,5,3,3,4,3,3,10,5,5,5,3,2,20,2
56,6/9/22 7:11,6/9/22 7:18,0,18.29.15.192,100,426,1,6/9/22 7:18,R_Dv4CoUjEGSCw5Gx,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,5,3,5,5,5,4,4,4,5,4,5,3,,,5,,666,4,2,2,3,1,5,4,2,666,1,4,4,2,3,2,4,5,2,3,10,4,4,3,5,2,1,1
74,6/9/22 7:24,6/9/22 7:32,0,18.29.5.60,100,475,1,6/9/22 7:32,R_SUivofP4Tny3lCh,,,,,42.3649,-71.0987,anonymous,EN,1,Immunology,4,2,5,5,4,2,4,4,4,4,3,4,4,4,5,4,4,4,3,5,4,3,4,4,4,4,3,3,4,4,3,,,,,,10,2,2,2,2,1,20,1
78,6/9/22 7:30,6/9/22 7:35,0,18.29.0.86,100,314,1,6/9/22 7:35,R_3RabdmwhW6lnUiQ,,,,,42.3649,-71.0987,anonymous,EN,1,Astrophysics,4,3,3,4,3,3,4,1,4,5,5,5,4,4,5,5,2,5,5,5,4,4,5,5,5,3,4,5,5,5,4,4,5,5,5,4,10,4,4,4,4,2,20,1
84,6/9/22 7:29,6/9/22 7:42,0,18.10.80.46,100,789,1,6/9/22 7:42,R_5mRgjF6vVGlkOPL,,,,,42.3649,-71.0987,anonymous,EN,1,Neuroscience,4,2,3,4,2,3,4,1,3,4,5,4,3,3,3,3,5,4,3,3,4,4,4,5,5,4,4,4,4,4,4,4,4,5,5,4,10,2,3,3,4,2,1,1
125,6/9/22 8:40,6/9/22 8:45,0,18.10.64.77,100,331,1,6/9/22 8:45,R_3KBC4zaRA4lfLfX,,,,,42.3649,-71.0987,anonymous,EN,1,Neuroscience,5,1,4,4,4,5,2,1,3,4,5,5,4,5,5,,2,5,4,4,5,5,2,5,5,666,2,4,4,4,3,1,3,5,4,3,10,4,4,4,5,2,1,1
130,6/9/22 8:46,6/9/22 8:55,0,18.31.1.76,100,560,1,6/9/22 8:55,R_2b3ikf74pgdo7LU,,,,,42.3649,-71.0987,anonymous,EN,1,Neuroscience,5,5,5,5,4,4,4,4,5,2,5,4,,,,,4,3,2,1,5,5,3,2,1,5,3,3,5,4,,,,,,,10,2,1,1,2,2,20,1
141,6/9/22 9:11,6/9/22 9:14,0,18.4.1.147,100,219,1,6/9/22 9:14,R_2aE93kf77hYdOvz,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,2,2,4,2,2,2,3,5,5,5,5,5,,5,,1,3,3,2,1,5,3,5,5,4,1,3,4,2,1,5,3,5,5,4,10,3,3,3,5,2,20,1
177,6/9/22 11:37,6/9/22 11:42,0,18.29.14.73,100,279,1,6/9/22 11:42,R_3m9VsMOzoRwyeLw,,,,,42.3649,-71.0987,anonymous,EN,1,Astronomy,4,4,4,5,4,2,5,3,5,5,5,5,5,2,5,,4,4,3,1,3,4,4,4,1,3,4,5,5,2,3,3,5,5,3,4,10,4,2,4,3,1,1,1
187,6/9/22 14:38,6/9/22 14:44,0,18.29.6.231,100,342,1,6/9/22 14:44,R_2qC27jgOxeowesL,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,1,2,2,2,2,2,1,5,5,5,3,5,,3,,2,4,5,4,5,5,2,5,4,4,1,4,5,4,4,,,,,,10,4,2,2,4,2,1,1
194,6/9/22 18:57,6/9/22 19:05,0,50.234.189.37,100,473,1,6/9/22 19:05,R_0pTO0us6oD2nEGJ,,,,,42.3287,-71.114,anonymous,EN,1,EECS,3,1,1,5,4,4,4,4,3,3,5,5,4,4,4,,4,5,1,3,5,3,3,2,3,4,3,3,4,4,4,4,4,4,4,4,10,5,2,3,4,2,1,1
198,6/10/22 0:28,6/10/22 0:33,0,89.27.154.46,100,318,1,6/10/22 0:33,R_6JrZ2sYpEpfZDuV,,,,,52.5312,13.3878,anonymous,EN,1,Solid Earth science,2,2,3,4,2,2,2,1,5,5,4,3,5,5,3,,5,4,3,2,,5,2,4,2,,5,1,3,2,,4,4,5,2,,10,5,5,5,3,2,1,2
210,6/11/22 16:17,6/11/22 17:00,0,50.212.118.126,100,2585,1,6/11/22 17:00,R_5pu85pa46sAJzgZ,,,,,42.3603,-71.0818,anonymous,EN,1,Bioengineering,5,5,4,4,3,4,4,1,5,5,5,5,5,,5,,666,666,2,2,1,666,666,666,666,1,1,3,5,5,1,1,3,5,5,1,10,5,2,2,2,2,1,2
211,6/11/22 16:42,6/11/22 18:28,0,173.48.233.117,100,6378,1,6/11/22 18:28,R_2PhCRlMn1TijC4m,,,,,42.5278,-71.104,anonymous,EN,1,Neuroscience,4,2,4,4,3,2,3,2,4,4,5,5,4,4,5,4,5,3,2,3,3,5,2,5,3,3,2,3,5,5,2,4,4,4,5,3,10,5,3,2,3,1,1,1
216,6/11/22 17:33,6/13/22 19:04,0,130.44.146.94,100,178307,1,6/13/22 19:04,R_agUV9TRrqs7JWgN,,,,,42.3797,-71.1034,anonymous,EN,1,Physics,5,5,5,5,3,5,4,4,3,5,5,5,5,5,5,,3,5,1,1,3,3,5,1,1,4,3,2,5,5,3,4,4,5,5,1,10,5,4,4,2,1,1,1
275,6/16/22 8:16,6/16/22 8:22,0,18.29.20.7,100,365,1,6/16/22 8:22,R_yLaY9Z9sZLhbIA1,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,5,4,4,5,3,3,5,2,4,2,2,5,5,2,5,,1,5,3,1,5,4,5,4,1,666,1,5,5,,,1,5,5,,,10,5,5,4,2,2,1,2
277,6/16/22 8:20,6/16/22 8:24,0,18.29.24.89,100,211,1,6/16/22 8:24,R_3sBMW0ye5mK7gwE,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,5,3,3,5,2,3,4,3,4,4,5,4,4,,5,,5,3,2,2,5,5,2,3,2,5,5,1,4,3,5,5,1,3,2,5,10,5,3,4,3,2,1,1
278,6/16/22 8:16,6/16/22 8:24,0,18.10.67.10,100,449,1,6/16/22 8:24,R_4JfpFtwXoljKym5,,,,,42.3649,-71.0987,anonymous,EN,1,Geophysics/Seismology,4,4,3,2,2,2,2,1,3,4,5,4,5,5,5,,1,3,3,1,2,4,4,5,2,2,1,4,5,3,3,1,3,4,3,2,10,2,4,4,4,2,1,1
286,6/16/22 8:18,6/16/22 8:30,0,192.54.222.143,100,717,1,6/16/22 8:30,R_2SkIBacbOOavBEf,,,,,42.3649,-71.0987,anonymous,EN,1,Condensed matter experiments,2,1,2,2,1,2,1,3,4,4,5,3,5,5,4,4,4,3,4,3,4,4,2,5,2,3,2,1,5,2,2,2,2,5,1,2,10,5,4,4,4,1,1,1
288,6/16/22 8:26,6/16/22 8:32,0,73.69.137.105,100,375,1,6/16/22 8:32,R_1mQMoQsb4hIsH8x,,,,,42.3912,-71.0882,anonymous,EN,1,cognitive computational neuroscience,5,4,5,5,4,5,2,3,3,3,5,5,5,5,5,5,1,3,4,1,3,3,1,3,2,2,1,3,5,5,1,2,2,5,5,1,10,5,5,5,2,2,1,2
291,6/16/22 8:25,6/16/22 8:38,0,71.192.181.131,100,775,1,6/16/22 8:38,R_XGkzA0ez8v0PGjT,,,,,42.3649,-71.0987,anonymous,EN,1,Molecular biology,5,2,4,5,4,4,3,2,4,5,3,4,5,5,3,4,2,4,2,4,2,4,2,3,4,2,1,4,5,4,1,1,2,5,5,2,10,4,2,3,3,2,1,1
346,6/16/22 10:15,6/16/22 10:19,0,18.29.3.107,100,292,1,6/16/22 10:19,R_1gHHLx24T4Iyvtg,,,,,42.3649,-71.0987,anonymous,EN,1,Bioengineering,3,3,4,4,3,2,3,2,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,5,5,5,4,5,5,5,4,4,10,4,3,4,3,1,1,1
392,6/16/22 8:29,6/17/22 11:49,0,71.192.101.9,100,98382,1,6/17/22 11:49,R_1isnA0o58tHrMQU,,,,,41.5953,-70.5705,anonymous,EN,1,Chemical Engineering,4,2,4,,2,1,2,1,4,3,4,2,4,4,4,4,666,3,3,3,3,666,2,4,2,3,4,4,4,5,1,3,2,5,3,2,10,5,3,3,3,2,20,2
469,7/2/22 16:06,7/2/22 16:17,0,146.115.177.133,100,653,1,7/2/22 16:17,R_RUZsDpMTOQqTeoh,,,,,42.3725,-71.1814,anonymous,EN,1,Neuroscience,4,1,4,5,3,1,4,,3,4,4,5,3,5,5,,666,4,2,1,5,4,2,4,3,666,1,4,4,2,4,,4,4,3,1,10,4,5,4,3,2,1,1
487,7/12/22 9:49,7/12/22 9:56,0,66.31.43.181,100,383,1,7/12/22 9:56,R_1cTX6ProUL2Geh2,,,,,42.3907,-71.1349,anonymous,EN,1,AI,4,1,4,1,4,1,2,2,5,5,4,4,5,5,5,5,3,5,4,4,4,3,5,5,5,4,3,5,5,5,4,3,5,5,5,4,10,5,5,5,3,1,1,1
488,7/12/22 9:39,7/12/22 9:56,0,71.192.180.215,100,1040,1,7/12/22 9:56,R_3j9BAXAKGCclwFP,,,,,42.3649,-71.0987,anonymous,EN,1,Electrical engineering,3,2,2,3,4,2,2,3,5,4,2,2,2,1,1,4,4,3,3,3,5,5,2,2,3,5,5,2,,2,5,5,1,2,2,5,10,5,2,2,3,1,1,1
490,7/12/22 9:50,7/12/22 10:08,0,18.10.75.30,100,1081,1,7/12/22 10:08,R_szexm918wmXlbFv,,,,,42.3649,-71.0987,anonymous,EN,1,microbiology,4,3,4,5,2,2,2,3,2,4,4,5,4,,5,,5,4,4,3,5,5,4,4,3,5,4,5,4,4,2,4,5,4,4,3,10,4,4,3,3,2,1,1
511,7/12/22 16:16,7/12/22 16:24,0,18.4.1.145,100,475,1,7/12/22 16:24,R_Z8Kz2TiP7X4R6AV,,,,,42.3649,-71.0987,anonymous,EN,1,genetics,4,2,4,3,1,1,1,1,4,5,5,4,5,5,5,,3,3,5,3,,3,5,5,3,4,3,4,5,4,,5,4,5,4,,10,5,4,4,5,1,1,1
26,6/9/22 6:54,6/9/22 6:59,0,18.31.31.75,100,325,1,6/9/22 6:59,R_3n1p1BK93lTPHNk,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,5,4,5,5,3,4,5,4,4,4,4,4,,,5,,2,5,2,1,3,4,1,1,1,3,3,3,2,1,3,,,,,,9,5,1,1,3,2,20,2
50,6/9/22 6:55,6/9/22 7:12,0,73.126.99.247,100,1020,1,6/9/22 7:12,R_1jKaXY5hILkvPLO,,,,,42.3737,-71.1284,anonymous,EN,1,Photonics,3,2,2,4,3,2,2,1,4,5,5,4,5,3,5,,4,5,3,3,5,4,1,5,5,5,3,4,5,5,5,3,3,5,5,5,9,5,4,4,3,2,1,2
82,6/9/22 7:34,6/9/22 7:41,0,18.31.8.112,100,429,1,6/9/22 7:41,R_1g5tbzgeKxamffy,,,,,42.3649,-71.0987,anonymous,EN,1,physics,5,5,4,5,4,3,4,2,5,5,4,4,4,3,5,,1,5,4,2,666,1,2,5,5,666,1,5,3,3,5,1,2,5,5,1,9,5,2,3,2,2,1,1
92,6/9/22 7:51,6/9/22 7:54,0,18.29.14.29,100,152,1,6/9/22 7:54,R_2Cv8oy3CFAKj0vx,,,,,42.3649,-71.0987,anonymous,EN,1,Microbiology,4,2,4,4,5,2,5,2,2,4,5,5,5,,5,,5,4,5,5,5,5,5,5,5,666,5,5,5,5,5,5,5,5,5,5,9,5,4,4,4,2,1,2
94,6/9/22 7:46,6/9/22 7:54,0,18.4.1.147,100,488,1,6/9/22 7:54,R_UAul9GcWPAPurzr,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,5,4,4,5,4,2,2,3,4,4,4,5,4,4,5,,4,5,2,2,4,3,3,3,4,4,5,5,4,3,5,4,3,3,3,4,9,4,3,3,5,2,1,1
111,6/9/22 8:13,6/9/22 8:20,0,174.242.132.178,100,437,1,6/9/22 8:20,R_1E4ZsFUO2Ztl3o9,,,,,41.7299,-72.8433,anonymous,EN,1,Chemistry ,5,5,3,4,3,2,5,1,5,4,5,1,5,,1,,666,5,3,2,666,5,5,4,2,666,,,,,,,,,,,9,5,1,1,5,2,1,2
116,6/9/22 8:04,6/9/22 8:25,0,18.29.8.107,100,1238,1,6/9/22 8:25,R_2woeBm0d3rShALy,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,4,2,4,5,3,1,4,2,4,4,5,5,5,,5,5,2,4,5,4,5,1,1,5,5,4,,2,4,4,2,2,1,5,5,2,9,3,3,3,3,1,1,1
133,6/9/22 9:00,6/9/22 9:03,0,18.29.12.78,100,180,1,6/9/22 9:03,R_2Emc5FNWB4WbHCK,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,4,2,5,4,4,5,1,2,4,5,4,3,3,5,4,5,5,3,3,5,5,2,2,2,5,3,5,3,2,5,5,1,3,1,5,9,4,3,5,4,2,20,2
143,6/9/22 9:15,6/9/22 9:22,0,18.31.31.20,100,413,1,6/9/22 9:22,R_3CWrioqPUvpxBwT,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,5,4,5,4,4,5,4,4,4,4,5,5,,,4,,5,5,3,3,5,5,5,3,3,5,,,,,5,,,,,5,9,4,2,2,4,2,1,2
144,6/9/22 9:10,6/9/22 9:23,0,18.10.92.76,100,725,1,6/9/22 9:23,R_2tgtSeMoQeVFTTe,,,,,42.3649,-71.0987,anonymous,EN,1,marine microbiology,4,2,3,2,2,3,1,3,4,5,5,4,5,4,3,,666,4,4,4,1,1,5,4,4,1,1,4,4,4,1,1,4,4,4,1,9,5,4,4,4,2,1,1
